HomeTeam,AwayTeam,HG,AG,HP,AP,HTS,ATS,HBS,ABS,HC,AC,HOFF,AOFF,HTP,ATP,HKP,AKP,HAP,AAP,HAC,AAC,HALB,AALB,HT,AT,HT,AT,HT,AT,HGS,AGS,Resultado
Rio Ave (Vila do Conde),Maritimo (Funchal),1,1,54%,46%,19,5,2,5,5,1,2,1,448,392,18,5,357 (79%),291 (74%),8 (40%),3 (21%),24 (34%),47 (51%),27,33,9,12,13,12,0,4,0
Famalicao,Sporting CP,1,2,42%,58%,11,21,6,6,0,1,3,5,355,536,6,17,297 (83%),469 (87%),7 (28%),2 (9%),31 (63%),34 (61%),15,16,6,7,19,15,6,1,-1
Benfica,Vivido Vicente (Barcelos),3,1,52%,48%,17,5,0,1,1,6,0,6,607,505,15,2,536 (88%),437 (86%),9 (52%),3 (27%),35 (59%),27 (57%),20,6,13,13,10,5,1,3,2
Casa Pia,Chaves,1,2,38%,62%,14,13,4,4,0,1,2,0,434,564,11,8,349 (80%),482 (85%),4 (30%),2 (20%),21 (32%),31 (53%),12,12,9,10,29,6,2,3,-1
Portimonense (Portimão),FC Braga,1,2,49%,51%,14,22,10,4,8,0,1,2,412,450,9,17,317 (76%),339 (75%),8 (36%),7 (31%),40 (49%),26 (29%),6,16,15,11,17,17,8,4,-1
Vitoria Guimaraes,Maritimo (Funchal),1,0,49%,51%,12,3,1,1,6,3,5,1,422,396,9,5,317 (75%),284 (71%),2 (28%),2 (10%),32 (44%),30 (37%),17,18,18,11,10,11,3,3,1
FC Pacos Ferreira,Vizela,0,2,53%,47%,14,22,3,5,9,7,2,0,402,311,11,16,318 (79%),233 (74%),6 (13%),7 (38%),26 (35%),16 (28%),16,13,5,3,19,40,7,5,-2
Boavista Porto,Oporto,1,4,35%,65%,24,11,2,4,5,4,0,3,274,516,3,18,195 (71%),459 (88%),3 (30%),6 (46%),31 (41%),52 (74%),7,21,3,10,13,10,5,0,-3
Arouca,Rio Ave (Vila do Conde),0,1,57%,43%,11,4,1,0,1,10,4,1,497,300,5,5,415 (83%),224 (74%),4 (12%),5 (33%),35 (61%),24 (35%),13,14,12,11,11,34,4,0,-1
FC Estoril,Benfica,1,5,41%,59%,19,2,5,1,11,0,7,370,370,537,7,15,310 (83%),477 (88%),2 (25%),8 (40%),27 (56%),28 (50%),14,14,4,8,17,8,2,1,-4
Maritimo (Funchal),Famalicao,0,0,56%,44%,18,13,8,3,7,6,3,0,417,338,12,12,343 (82%),263 (77%),6 (19%),3 (15%),25 (42%),41 (47%),18,25,7,4,17,29,3,3,0
FC Braga,Casa Pia,0,1,68%,32%,28,12,15,5,4,7,1,0,670,319,25,9,592 (88%),237 (74%),9 (24%),4 (44%),33 (63%),18 (30%),14,10,10,12,6,35,2,8,-1
Rio Ave (Vila do Conde),Boavista Porto,1,0,45%,55%,1,2,4,4,6,3,3,2,405,502,7,5,325 (80%),412 (82%),4 (20%),5 (26%),27 (38%),39 (53%),11,15,8,10,16,12,1,0,1
Sporting CP,Vitoria Guimaraes,3,0,63%,37%,17,6,0,11,3,4,0,1,500,310,12,3,441 (88%),244 (78%),8 (22%),1 (25%),33 (91%),21 (35%),24,16,7,13,4,24,0,3,3
Oporto,FC Pacos Ferreira,4,0,65%,35%,18,4,3,4,6,3,1,2,609,329,14,5,529 (86%),251 (76%),5 (35%),2 (12%),25 (47%),26 (35%),16,11,3,6,21,14,3,4,4
Vizela,Arouca,0,1,47%,53%,26,13,7,2,11,2,5,1,373,455,17,7,261 (69%),346 (76%),11 (25%),1 (9%),31 (40%),35 (35%),17,7,13,7,8,33,1,6,-1
Vivido Vicente (Barcelos),Portimonense (Portimão),1,2,53%,47%,19,17,4,2,4,3,0,4,510,460,15,14,436 (85%),389 (84%),2 (6%),5 (38%),32 (60%),36 (52%),8,11,16,12,6,30,5,5,-1
Vivido Vicente (Barcelos),FC Braga,0,1,46%,54%,14,2,4,5,8,1,5,4,386,451,4,10,304 (78%),369 (81%),5 (20%),4 (13%),32 (54%),40 (54%),15,15,10,9,25,20,5,3,-1
Casa Pia,Rio Ave (Vila do Conde),1,0,47%,53%,11,3,2,3,4,3,0,2,431,476,9,8,341 (79%),390 (81%),0 (0%),7 (35%),28 (38%),27 (49%),16,12,11,13,16,13,0,1,1
Portimonense (Portimão),FC Estoril,1,1,55%,45%,24,10,11,6,3,1,0,11,379,317,15,9,297 (78%),238 (75%),15 (40%),5 (38%),30 (42%),25 (37%),22,9,4,7,13,21,4,6,0
Boavista Porto,Vizela,2,2,63%,37%,12,3,0,1,0,6,1,3,550,326,8,6,463 (84%),224 (68%),1 (4%),2 (18%),26 (43%),24 (31%),19,22,12,9,18,19,4,2,0
Arouca,Sporting CP,1,0,36%,64%,10,21,13,5,1,4,11,1,323,559,8,14,244 (75%),484 (86%),3 (30%),9 (23%),20 (28%),21 (60%),15,13,16,6,31,10,6,4,1
Benfica,Chaves,5,0,65%,35%,18,3,0,13,2,3,1,2,606,326,9,3,565 (93%),271 (83%),4 (13%),2 (25%),27 (81%),37 (67%),15,13,10,8,7,13,2,4,5
Santa Clara,Oporto,1,1,34%,66%,15,0,6,5,6,1,1,4,277,535,6,12,175 (63%),435 (81%),2 (11%),3 (18%),49 (42%),26 (36%),13,13,8,13,18,16,3,4,0
FC Pacos Ferreira,Maritimo (Funchal),0,1,51%,49%,10,16,2,1,6,10,2,1,341,325,8,9,248 (72%),234 (72%),3 (13%),7 (28%),32 (31%),28 (35%),11,14,11,10,20,22,6,4,-1
Vitoria Guimaraes,Boavista Porto,3,2,69%,31%,18,3,0,1,0,9,1,2,493,258,11,2,408 (82%),171 (66%),8 (25%),1 (33%),25 (48%),24 (30%),10,23,10,12,3,23,0,6,1
Chaves,Vivido Vicente (Barcelos),3,1,56%,44%,18,4,1,5,1,4,0,1,473,476,13,8,401 (84%),398 (83%),6 (28%),1 (7%),31 (60%),32 (44%),11,15,11,9,15,16,2,6,2
Maritimo (Funchal),Arouca,1,1,46%,54%,16,16,6,3,5,5,3,2,357,420,10,11,256 (71%),307 (73%),4 (18%),2 (16%),27 (31%),21 (25%),13,17,7,5,19,19,4,3,0
Vizela,Santa Clara,0,1,42%,58%,18,12,7,4,5,2,1,4,274,383,9,6,159 (58%),282 (73%),2 (12%),1 (7%),18 (19%),40 (43%),18,18,10,6,20,29,1,3,-1
Sporting CP,Casa Pia,3,1,64%,36%,25,10,10,6,3,1,0,7,626,351,19,8,569 (90%),284 (80%),2 (10%),2 (33%),19 (59%),26 (46%),14,22,9,7,9,19,2,7,2
FC Estoril,FC Braga,0,2,52%,48%,14,2,3,5,7,1,5,3,412,386,3,11,342 (83%),311 (80%),5 (21%),2 (11%),28 (43%),41 (47%),9,17,6,6,17,20,5,2,-2
Famalicao,FC Pacos Ferreira,2,1,51%,49%,10,12,2,4,3,8,1,0,2,3,391,351,7,8,329 (84%),285 (81%),4 (22%),7 (22%),35 (44%),28 (44%),14,16,11,7,17,14,1
Oporto,Benfica,0,1,29%,71%,11,13,3,4,4,4,3,1,219,536,6,9,135 (61%),453 (84%),4 (23%),5 (31%),29 (48%),43 (54%),19,15,6,11,13,17,4,5,-1
FC Braga,Chaves,0,1,66%,34%,30,14,11,0,13,1,1,2,554,288,22,6,476 (85%),199 (69%),15 (28%),1 (12%),37 (50%),27 (38%),15,20,9,17,6,41,0,6,-1
Casa Pia,Vizela,0,1,59%,41%,12,4,1,8,1,0,2,3,526,368,7,7,429 (81%),275 (74%),6 (24%),1 (12%),22 (32%),24 (40%),21,14,9,13,10,26,4,5,-1
Boavista Porto,Maritimo (Funchal),1,1,56%,44%,20,14,11,4,4,8,8,2,466,362,15,7,369 (79%),279 (77%),6 (27%),3 (13%),20 (31%),19 (35%),13,16,10,12,12,22,2,4,0
FC Pacos Ferreira,Vitoria Guimaraes,0,1,66%,34%,23,11,7,2,15,3,3,0,432,244,18,5,383 (88%),181 (74%),10 (20%),2 (25%),26 (61%),26 (48%),13,17,4,5,11,44,1,7,-1
Portimonense (Portimão),Oporto,0,2,42%,58%,12,18,2,5,1,5,0,1,353,489,6,14,268 (75%),391 (79%),3 (18%),5 (31%),46 (62%),21 (34%),13,24,12,11,28,15,5,2,-2
Benfica,Rio Ave (Vila do Conde),4,2,66%,34%,32,17,10,5,1,8,3,2,725,378,26,7,674 (92%),322 (85%),11 (42%),3 (23%),32 (66%),26 (61%),22,14,16,8,14,14,1,7,2
Santa Clara,Sporting CP,1,2,33%,67%,11,1,3,3,5,2,3,4,300,634,7,7,219 (73%),543 (85%),1 (9%),4 (26%),23 (34%),20 (32%),14,13,14,4,15,22,1,5,-1
Vivido Vicente (Barcelos),FC Estoril,0,1,47%,53%,12,11,1,6,7,3,4,0,378,435,8,11,296 (78%),349 (80%),5 (19%),3 (17%),30 (41%),42 (44%),11,17,10,3,21,30,2,4,-1
Famalicao,Boavista Porto,4,0,41%,59%,10,0,5,1,5,0,1,1,341,487,7,7,275 (80%),418 (85%),3 (23%),2 (9%),31 (50%),32 (65%),13,11,9,8,32,12,1,0,4
FC Pacos Ferreira,Arouca,1,1,49%,51%,12,1,1,3,5,0,4,3,403,410,4,9,304 (75%),325 (79%),3 (14%),6 (30%),35 (38%),35 (45%),20,14,12,13,20,16,3,2,0
Rio Ave (Vila do Conde),Santa Clara,1,0,56%,44%,1,3,1,8,2,1,2,3,518,387,2,4,456 (88%),300 (77%),0 (0%),4 (19%),28 (43%),25 (40%),20,20,11,9,25,10,1,2,1
Vitoria Guimaraes,Benfica,0,0,34%,66%,3,1,5,6,1,1,4,1,285,556,4,4,197 (69%),459 (82%),3 (17%),4 (20%),34 (41%),23 (40%),20,14,12,8,28,18,1,1,0
Chaves,FC Estoril,1,1,44%,56%,12,14,4,4,4,8,2,1,295,367,11,12,233 (78%),297 (80%),6 (30%),9 (33%),24 (44%),31 (59%),19,14,12,12,24,19,2,2,0
Vizela,Portimonense (Portimão),1,0,40%,60%,15,19,11,2,1,5,9,2,305,457,13,17,219 (71%),357 (78%),7 (33%),13 (40%),29 (37%),38 (37%),11,11,9,9,40,14,7,6,1
Oporto,FC Braga,4,1,49%,51%,16,4,1,6,5,4,2,2,409,418,12,7,318 (77%),337 (80%),4 (26%),6 (26%),26 (47%),37 (49%),20,16,3,10,21,15,0,3,3
Sporting CP,Vivido Vicente (Barcelos),3,1,63%,37%,16,11,4,1,3,2,8,1,607,358,15,10,523 (86%),276 (77%),7 (35%),3 (75%),29 (46%),28 (43%),19,18,11,14,8,18,4,4,2
Benfica,Maritimo (Funchal),5,0,74%,26%,23,12,2,2,7,2,2,5,658,221,18,2,578 (87%),158 (71%),4 (22%),1 (14%),47 (77%),14 (26%),17,16,8,19,6,23,1,7,5
Casa Pia,Famalicao,1,0,52%,48%,17,10,5,4,8,4,1,2,495,462,13,8,407 (82%),376 (81%),3 (14%),5 (25%),24 (46%),24 (39%),18,17,10,9,12,16,1,5,1
Arouca,Vitoria Guimaraes,2,2,49%,51%,10,12,1,3,0,1,3,6,382,372,8,7,300 (78%),297 (79%),3 (20%),1 (4%),31 (32%),21 (39%),19,18,10,7,22,21,3,4,0
Boavista Porto,Sporting CP,2,1,32%,68%,11,3,4,1,0,4,9,2,246,685,6,5,175 (71%),614 (89%),3 (37%),5 (19%),23 (35%),28 (54%),20,22,20,1,26,4,3,1,1
FC Estoril,Oporto,1,1,36%,64%,18,1,6,0,1,4,11,1,298,487,6,14,210 (70%),400 (82%),0 (0%),9 (29%),29 (40%),35 (50%),15,14,11,16,33,7,3,3,0
Vivido Vicente (Barcelos),Rio Ave (Vila do Conde),2,2,61%,39%,18,5,2,7,4,0,4,4,468,278,15,6,397 (84%),198 (71%),5 (17%),3 (27%),33 (55%),27 (36%),17,20,8,11,6,26,3,5,0
Santa Clara,FC Pacos Ferreira,1,1,45%,55%,5,8,3,0,4,3,302,428,302,428,8,4,209 (69%),332 (77%),5 (31%),2 (10%),27 (34%),56 (48%),12,7,5,11,21,21,3,1,0
Portimonense (Portimão),Chaves,1,0,51%,49%,15,17,4,4,1,0,9,7,406,394,14,12,313 (77%),298 (75%),4 (17%),5 (21%),31 (35%),33 (42%),13,15,14,16,30,25,4,5,1
Rio Ave (Vila do Conde),FC Braga,2,3,49%,51%,17,24,11,4,5,7,8,2,420,448,11,17,333 (79%),375 (83%),7 (35%),7 (43%),29 (43%),41 (47%),10,17,7,9,19,24,8,3,-1
Arouca,Boavista Porto,1,2,33%,67%,10,0,2,2,5,4,3,1,279,574,4,8,201 (72%),493 (85%),3 (21%),7 (29%),38 (44%),37 (43%),12,7,14,9,18,20,2,0,-1
Maritimo (Funchal),Vivido Vicente (Barcelos),1,2,39%,61%,18,22,13,5,4,10,8,4,299,485,11,18,209 (69%),393 (81%),7 (28%),7 (31%),24 (31%),20 (39%),24,19,20,7,17,23,3,3,-1
FC Pacos Ferreira,Casa Pia,2,3,58%,42%,19,12,5,1,7,2,0,4,450,334,15,11,388 (86%),255 (76%),4 (18%),2 (28%),43 (55%),11 (19%),14,25,11,8,8,19,2,6,-1
Oporto,Chaves,3,0,57%,43%,19,5,1,9,3,0,1,1,509,378,16,7,442 (86%),306 (80%),5 (29%),4 (40%),33 (64%),34 (56%),19,9,14,9,15,13,1,4,3
Sporting CP,Portimonense (Portimão),4,0,61%,39%,17,3,1,8,3,1,1,3,560,349,13,4,491 (87%),282 (80%),3 (18%),2 (14%),46 (63%),32 (59%),18,22,10,14,6,19,1,2,4
Famalicao,Benfica,0,1,30%,70%,13,0,3,1,5,0,1,2,291,706,4,12,211 (72%),625 (88%),2 (18%),5 (25%),27 (31%),39 (59%),36,38,9,9,13,13,6,2,-1
Vitoria Guimaraes,Santa Clara,1,0,56%,44%,4,2,6,5,2,4,4,5,416,325,7,6,329 (79%),242 (74%),3 (23%),3 (18%),33 (45%),39 (46%),19,18,9,12,22,19,4,2,1
Boavista Porto,FC Pacos Ferreira,1,0,49%,51%,12,3,3,5,1,4,4,4,470,502,9,5,399 (84%),419 (83%),3 (14%),3 (21%),27 (45%),37 (58%),16,17,12,12,14,14,1,2,1
Portimonense (Portimão),Famalicao,1,0,55%,45%,13,1,4,7,5,5,2,413,413,417,8,10,314 (76%),315 (75%),7 (28%),4 (23%),44 (42%),17 (28%),17,28,14,9,19,22,1,0,1
Santa Clara,Maritimo (Funchal),2,1,47%,53%,17,0,3,1,0,2,3,2,371,346,7,13,283 (76%),249 (71%),2 (20%),5 (31%),40 (47%),29 (28%),17,10,6,10,24,16,4,2,1
Casa Pia,Arouca,0,0,59%,41%,3,2,9,2,2,0,497,428,497,428,6,5,404 (81%),357 (83%),6 (18%),0 (0%),31 (45%),34 (49%),19,12,8,9,8,34,1,1,0
Vivido Vicente (Barcelos),Oporto,0,2,39%,61%,16,3,4,6,4,0,8,1,331,520,4,15,233 (70%),425 (81%),5 (25%),2 (11%),37 (39%),38 (41%),11,12,9,15,18,13,2,2,-2
FC Braga,Vitoria Guimaraes,1,0,64%,36%,18,7,1,5,0,2,7,436,436,256,11,6,372 (85%),186 (72%),10 (32%),1 (9%),51 (60%),32 (43%),19,25,11,11,12,24,3,1,1
FC Estoril,Sporting CP,0,2,34%,66%,18,1,5,2,7,1,0,5,312,559,3,13,250 (80%),496 (88%),2 (33%),5 (29%),38 (60%),22 (41%),19,10,11,10,17,6,1,0,-2
Benfica,Vizela,2,1,74%,26%,28,12,10,3,1,0,15,4,694,254,23,4,603 (86%),152 (59%),15 (28%),1 (14%),39 (53%),29 (29%),18,19,19,16,10,46,1,4,1
Vitoria Guimaraes,Casa Pia,0,1,61%,39%,15,7,2,9,1,3,1,3,566,373,10,6,486 (85%),272 (72%),6 (24%),3 (42%),52 (64%),23 (35%),11,17,9,14,12,27,1,2,-1
Rio Ave (Vila do Conde),Oporto,3,1,32%,68%,27,10,10,0,7,2,7,0,263,575,5,22,177 (67%),479 (83%),3 (27%),10 (27%),24 (32%),39 (54%),10,17,12,10,40,5,9,1,2
Arouca,FC Braga,0,6,45%,55%,12,15,10,4,1,0,1,5,404,501,10,10,340 (84%),430 (85%),5 (31%),4 (30%),36 (59%),39 (53%),14,15,7,7,14,14,4,4,-6
Famalicao,Santa Clara,1,0,50%,50%,12,13,2,4,6,4,1,0,351,357,8,11,279 (79%),274 (76%),1 (4%),2 (13%),33 (45%),47 (59%),25,24,15,7,22,18,2,3,1
Sporting CP,Chaves,0,2,74%,26%,22,10,6,0,13,3,0,3,577,207,19,8,499 (86%),145 (70%),10 (21%),3 (37%),31 (77%),30 (40%),20,13,13,12,6,50,3,9,-2
Boavista Porto,Benfica,0,3,41%,59%,16,1,3,0,1,7,8,0,319,487,2,12,242 (75%),415 (85%),1 (5%),5 (29%),21 (37%),40 (64%),18,25,11,19,17,23,3,0,-3
Maritimo (Funchal),Portimonense (Portimão),0,1,57%,43%,19,6,2,8,7,0,2,2,431,325,14,8,321 (74%),215 (66%),8 (24%),6 (35%),31 (42%),30 (28%),18,15,10,16,15,26,6,4,-1
FC Pacos Ferreira,FC Estoril,0,3,47%,53%,10,11,2,2,4,5,3,3,381,431,7,10,328 (86%),371 (86%),3 (16%),6 (42%),35 (63%),34 (62%),13,21,9,7,11,14,5,4,-3
Vivido Vicente (Barcelos),Famalicao,0,0,57%,43%,15,10,10,0,1,8,4,2,480,365,12,9,401 (83%),280 (76%),7 (25%),5 (23%),28 (53%),15 (20%),17,21,12,12,23,25,2,4,0
Portimonense (Portimão),Vitoria Guimaraes,2,1,44%,56%,15,17,2,5,6,11,4,1,274,326,12,9,181 (66%),250 (76%),5 (31%),6 (23%),34 (39%),26 (37%),31,18,8,12,24,14,4,3,1
FC Braga,Maritimo (Funchal),5,0,59%,41%,20,5,3,5,5,2,4,3,524,344,16,6,445 (84%),258 (75%),7 (36%),2 (12%),35 (45%),25 (31%),17,12,15,12,13,12,1,4,5
Casa Pia,Boavista Porto,2,0,46%,54%,11,1,3,2,2,4,0,1,402,555,6,11,309 (76%),456 (82%),7 (43%),4 (33%),24 (45%),25 (37%),22,15,14,4,9,10,4,2,2
Oporto,Sporting CP,3,0,38%,62%,11,4,1,2,0,3,4,1,299,480,6,6,225 (75%),412 (85%),2 (18%),5 (33%),38 (52%),15 (36%),23,17,7,3,17,18,5,1,3
Chaves,Vizela,1,1,46%,54%,18,17,7,4,5,4,3,5,375,436,13,12,310 (82%),347 (79%),6 (22%),3 (13%),21 (48%),24 (38%),7,26,13,14,22,22,3,2,0
Santa Clara,Arouca,1,2,49%,51%,12,10,2,2,0,1,4,2,375,397,11,8,283 (75%),295 (74%),6 (31%),2 (28%),34 (38%),39 (39%),12,24,9,6,10,29,2,2,-1
FC Estoril,Rio Ave (Vila do Conde),2,2,42%,58%,17,4,1,1,5,2,1,4,369,500,5,14,286 (77%),419 (83%),2 (25%),4 (22%),26 (33%),37 (52%),20,11,12,9,23,10,5,2,0
Arouca,Vivido Vicente (Barcelos),1,0,43%,57%,11,1,1,4,4,2,1,4,360,488,2,11,259 (71%),384 (78%),1 (11%),8 (29%),33 (32%),40 (62%),22,14,7,12,26,11,2,2,1
Maritimo (Funchal),Chaves,1,2,39%,61%,13,21,12,3,2,3,6,2,332,388,8,17,249 (75%),315 (81%),2 (12%),5 (29%),29 (37%),23 (45%),20,10,9,5,11,13,5,5,-1
Vitoria Guimaraes,FC Estoril,1,0,47%,53%,1,1,5,7,4,3,3,3,417,381,7,6,338 (81%),299 (78%),3 (16%),2 (12%),31 (47%),34 (45%),26,17,7,9,17,26,4,2,1
Vizela,Oporto,0,1,29%,71%,13,1,4,1,10,2,2,6,252,508,4,13,164 (65%),414 (81%),1 (7%),9 (26%),26 (34%),42 (54%),19,12,6,11,40,13,3,1,-1
Boavista Porto,Santa Clara,2,1,60%,40%,16,3,0,8,6,1,5,3,510,320,13,3,439 (86%),237 (74%),7 (19%),3 (25%),32 (47%),29 (47%),11,20,11,10,23,37,0,3,1
Sporting CP,Rio Ave (Vila do Conde),3,0,69%,31%,20,5,0,7,1,0,1,1,686,329,19,2,614 (89%),249 (75%),3 (15%),0 (0%),33 (66%),13 (20%),21,25,10,14,5,17,1,3,3
Casa Pia,Benfica,0,1,33%,67%,15,2,4,4,9,0,1,6,355,656,6,9,270 (76%),569 (86%),3 (30%),3 (15%),21 (35%),33 (57%),24,19,16,10,30,5,2,2,-1
